Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SPT5_T0_R1.raw	SPT5_T0_R2.raw	SPT5_T15_R1.raw	SPT5_T15_R2.raw	SPT5_T0_R1.pseudo	SPT5_T0_R2.pseudo	SPT5_T15_R1.pseudo	SPT5_T15_R2.pseudo
Interval_269	IV	814091	814287	+	197	2.10136706541879	1.19673650978211	2.29097024422875	0.522371040303489	0.601412015402455	NA	6	0	1	2	5.80716217565803	0	0.877382675301661	1.72092341071547
Interval_270	IV	835664	836621	+	958	28.3314720784804	0.333421713034178	0.481362734819664	0.692662079791221	0.488521641570821	0.855369950044211	36	21	22	36	34.8429730539482	28.2038750104584	19.3024188566366	30.9766213928784
Interval_271	IV	847984	848214	+	231	3.21704019462874	-0.992766847279743	1.64666265287754	-0.602896316100257	0.546577666841631	NA	3	1	1	9	2.90358108782902	1.34304166716469	0.877382675301661	7.7441553482196
Interval_272	IV	866766	868025	+	1260	25.1388633631423	-0.736097777160093	0.504156021229218	-1.46005947794764	0.144273728134066	0.554850064586078	17	16	39	33	16.4536261643644	21.488666674635	34.2179243367648	28.3952362768052
Interval_273	IV	884437	884658	+	222	7.38029552778851	1.24498505090464	0.949828163470455	1.31074766866856	0.189943027972917	NA	9	9	7	3	8.71074326348705	12.0873750044822	6.14167872711163	2.5813851160732
Interval_274	IV	889140	889412	+	273	6.43751753209531	-1.66969085238162	1.12329068894663	-1.48642810699996	0.137165919917579	NA	6	0	9	14	5.80716217565803	0	7.89644407771495	12.0464638750083
Interval_275	IV	893662	894414	+	753	20.3374915204454	-1.1125954898958	0.568002656148401	-1.95878571667297	0.0501378870178733	0.33595510721125	14	9	38	26	13.5500450765354	12.0873750044822	33.3405416614631	22.3720043393011
Interval_276	IV	907216	907593	+	378	4.03526258332766	-0.530445157866794	1.31570437490261	-0.403164394665828	0.686827290961635	NA	4	2	7	4	3.87144145043869	2.68608333432937	6.14167872711163	3.44184682143093
Interval_277	IV	909214	910085	+	872	18.2249393089358	0.136559343788513	0.565438716515898	0.241510423322195	0.809159538904818	0.939630063509793	20	14	19	21	19.3572072521934	18.8025833403056	16.6702708307316	18.0696958125124
Interval_278	IV	914503	916334	+	1832	23.774945349424	0.474602083179339	0.505107408340839	0.939606260653149	0.34741956373181	0.792089261432925	32	18	22	24	30.9715316035095	24.1747500089644	19.3024188566366	20.6510809285856
Interval_279	IV	926983	927259	+	277	11.8372104889239	-0.0708263873062337	0.716103204397471	-0.0989052791152178	0.921213477333396	0.977208969991146	14	7	18	10	13.5500450765354	9.40129167015281	15.7928881554299	8.60461705357733
Interval_280	IV	930490	931237	+	748	24.9342696088838	0.215768666275626	0.496744322937525	0.434365641059905	0.664022944083863	0.907186275720208	25	22	23	30	24.1965090652418	29.5469166776231	20.1798015319382	25.813851160732
Interval_281	IV	946334	946537	+	204	5.3615027845555	0.576480714888548	1.10688136042727	0.52081527027072	0.602495464417514	NA	9	3	6	4	8.71074326348705	4.02912500149406	5.26429605180997	3.44184682143093
Interval_282	IV	954157	955922	+	1766	23.9159301045237	-2.08100373383522	0.589923068630789	-3.52758494199122	0.000419369181886549	0.0114409154933424	14	3	38	52	13.5500450765354	4.02912500149406	33.3405416614631	44.7440086786021
Interval_283	IV	959979	960271	+	293	9.31131102270928	-0.0822114666835285	0.796763497070124	-0.103181768474382	0.91781870932251	0.977141138095794	9	7	12	10	8.71074326348705	9.40129167015281	10.5285921036199	8.60461705357733
Interval_284	IV	974331	974569	+	239	6.10052488570547	-0.0182647362256642	1.08846286831505	-0.0167803025324494	0.986611883987762	NA	3	7	3	11	2.90358108782902	9.40129167015281	2.63214802590498	9.46507875893506
Interval_285	IV	976220	977321	+	1102	31.062937982594	0.122455211961507	0.465013784299934	0.26333673558916	0.792291047670457	0.939630063509793	27	29	39	29	26.1322297904611	38.9482083477759	34.2179243367648	24.9533894553743
Interval_286	IV	992886	993072	+	187	9.96535528060584	0.503751781670897	0.769945240634918	0.654269622155842	0.512938113543114	0.858803523968522	13	8	11	8	12.5821847139257	10.7443333373175	9.65120942831828	6.88369364286186
Interval_287	IV	1011344	1012157	+	814	29.7562370582687	0.435954609866532	0.462778396532606	0.942037513274058	0.346173434273658	0.792089261432925	32	28	32	26	30.9715316035095	37.6051666806112	28.0762456096532	22.3720043393011
Interval_288	IV	1013757	1014145	+	389	17.3031124037361	0.0858872445106056	0.595558007565489	0.144213063076247	0.885332225931375	0.965558134947395	24	9	20	19	23.2286487026321	12.0873750044822	17.5476535060332	16.3487724017969
Interval_289	IV	1015974	1016498	+	525	12.8193104063178	-1.30804008096696	0.709654512984022	-1.84320688029841	0.0652988107273708	0.387794977993161	7	6	18	24	6.7750225382677	8.05825000298812	15.7928881554299	20.6510809285856
Interval_290	IV	1030331	1030574	+	244	4.09889060632268	0.476715935961701	1.30392889978421	0.365599639704737	0.714663843994386	NA	7	2	3	5	6.7750225382677	2.68608333432937	2.63214802590498	4.30230852678867
Interval_291	IV	1031634	1032231	+	598	9.83601231127584	-0.425315439286392	0.776776242460653	-0.547539196022638	0.584008349785546	0.88977188370468	9	6	12	14	8.71074326348705	8.05825000298812	10.5285921036199	12.0464638750083
Interval_292	IV	1055826	1056291	+	466	14.3907527190996	0.287761282684033	0.647870751784754	0.444164645326723	0.65692355127465	0.902979300382556	20	9	18	12	19.3572072521934	12.0873750044822	15.7928881554299	10.3255404642928
Interval_293	IV	1059105	1059406	+	302	3.00903503376339	0.777732350323897	1.66510504481473	0.467077048829932	0.640444754052967	NA	1	5	3	2	0.967860362609672	6.71520833582343	2.63214802590498	1.72092341071547
Interval_294	IV	1071782	1072717	+	936	5.42042557725195	-1.60254018019572	1.17737330218566	-1.36111476047638	0.17347742575602	NA	4	1	7	12	3.87144145043869	1.34304166716469	6.14167872711163	10.3255404642928
Interval_295	IV	1075175	1075528	+	354	5.39748804358939	0.371678541509862	1.18227389700331	0.314376002423761	0.753235480188303	NA	11	1	8	3	10.6464639887064	1.34304166716469	7.01906140241329	2.5813851160732
Interval_296	IV	1080403	1080900	+	498	19.3914933378767	0.145710829883731	0.568723342214042	0.256206874359118	0.79779110077877	0.939630063509793	16	19	25	17	15.4857658017547	25.5177916761291	21.9345668825415	14.6278489910815
Interval_297	IV	1086928	1087479	+	552	7.97796055600735	-1.42031851714466	0.932419283029523	-1.52326163025061	0.127693262581794	NA	6	2	11	16	5.80716217565803	2.68608333432937	9.65120942831828	13.7673872857237
Interval_298	IV	1108153	1108566	+	414	3.51111690050295	-0.77376688426361	1.58220336886599	-0.489043886196622	0.624810627023932	NA	0	4	4	6	0	5.37216666865875	3.50953070120665	5.1627702321464
Interval_299	IV	1135383	1135592	+	210	4.0720409420097	0.149495807281481	1.30686585716137	0.114392618387169	0.908926565259379	NA	6	2	3	6	5.80716217565803	2.68608333432937	2.63214802590498	5.1627702321464
Interval_300	IV	1145899	1146384	+	486	4.47474702062664	0.0805047916786346	1.22995105552447	0.0654536546938496	0.947812805359905	NA	4	4	3	7	3.87144145043869	5.37216666865875	2.63214802590498	6.02323193750413
Interval_301	IV	1150622	1151043	+	422	8.2760673824312	0.93505637762392	0.879539428147935	1.06312047839957	0.287727318747257	NA	10	9	9	4	9.67860362609672	12.0873750044822	7.89644407771495	3.44184682143093
Interval_302	IV	1156249	1156569	+	321	8.37165054391048	-0.850239748289956	0.872028917038762	-0.975013249763784	0.329553687624043	NA	8	3	12	13	7.74288290087737	4.02912500149406	10.5285921036199	11.1860021696505
Interval_303	IV	1161670	1162222	+	553	14.1532179928695	-1.03213499782121	0.670757809430494	-1.53875956911711	0.123863003646591	0.538529999004614	12	5	25	19	11.6143243513161	6.71520833582343	21.9345668825415	16.3487724017969
Interval_304	IV	1164846	1165720	+	875	35.5564311804751	0.41578714209473	0.432220770084158	0.961978624983183	0.336060341193291	0.786384183581178	41	31	40	30	39.6822748669965	41.6342916821053	35.0953070120665	25.813851160732
Interval_305	IV	1172148	1172496	+	349	7.03251949328834	0.776082419818945	0.950436452744758	0.81655371863916	0.414183512845218	NA	10	6	4	8	9.67860362609672	8.05825000298812	3.50953070120665	6.88369364286186
Interval_306	IV	1174418	1175038	+	621	8.17724720005043	1.06075920413437	0.925883201192571	1.14567280491543	0.251930560365395	NA	5	13	5	7	4.83930181304836	17.4595416731409	4.38691337650831	6.02323193750413
Interval_307	IV	1182896	1183535	+	640	8.85490561546637	-0.361444830408042	0.824019280853879	-0.438636375150712	0.660925035610314	0.904369210168972	9	5	12	11	8.71074326348705	6.71520833582343	10.5285921036199	9.46507875893506
Interval_308	IV	1189344	1189940	+	597	8.4153016741603	-0.90355035874155	0.877358113435377	-1.02985353974059	0.303078763239992	NA	4	6	13	12	3.87144145043869	8.05825000298812	11.4059747789216	10.3255404642928
Interval_309	IV	1194997	1195379	+	383	12.6588069122596	-0.550864247782731	0.697353112392825	-0.789935884694846	0.429565213098411	0.82783759610356	14	5	15	20	13.5500450765354	6.71520833582343	13.1607401295249	17.2092341071547
Interval_310	IV	1201666	1202070	+	405	7.78949467204456	1.19504932230588	0.907390236075974	1.31701805330625	0.187832573214728	NA	14	6	5	6	13.5500450765354	8.05825000298812	4.38691337650831	5.1627702321464
Interval_311	IV	1213187	1213430	+	244	1.72092341071547	-4.03691464988105	4.81210431126773	-0.838908383683299	0.401520722856067	NA	0	0	0	8	0	0	0	6.88369364286186
Interval_312	IV	1226600	1226849	+	250	3.76668532226855	0.924219262692581	1.37798833767629	0.670701803072658	0.502410513985715	NA	6	3	4	2	5.80716217565803	4.02912500149406	3.50953070120665	1.72092341071547
Interval_313	IV	1233649	1233975	+	327	9.89860974071642	-1.20396077229629	0.809681383560544	-1.48695622344917	0.137026373306996	0.549733633579868	8	3	17	15	7.74288290087737	4.02912500149406	14.9155054801282	12.906925580366
Interval_314	IV	1238302	1239259	+	958	9.96591088634769	0.110101708972189	0.778497998460758	0.141428377709232	0.887531537404484	0.965558134947395	9	9	8	14	8.71074326348705	12.0873750044822	7.01906140241329	12.0464638750083
Interval_315	IV	1241706	1243103	+	1398	45.4484862614593	-0.116384262318066	0.386965955939909	-0.300760985641172	0.763596760628908	0.935575120509567	47	31	52	57	45.4894370426546	41.6342916821053	45.6238991156864	49.0463172053908
Interval_316	IV	1251409	1251924	+	516	14.4365471684954	0.20852307097882	0.637575825157125	0.327056112780674	0.743625444905218	0.934079155974468	18	10	13	18	17.4214865269741	13.4304166716469	11.4059747789216	15.4883106964392
Interval_317	IV	1261264	1261480	+	217	2.16408248475858	0.617505290824606	2.21819272528603	0.27838216390552	0.780719009733873	NA	4	1	0	4	3.87144145043869	1.34304166716469	0	3.44184682143093
Interval_318	IV	1266432	1267382	+	951	17.0377332775007	0.00886033624245442	0.586708892067734	0.0151017589169784	0.987950997709764	0.994625938151046	16	14	18	21	15.4857658017547	18.8025833403056	15.7928881554299	18.0696958125124
Interval_319	IV	1269598	1269874	+	277	4.36280000905316	1.60636137206174	1.28602046821394	1.24909471642602	0.211630432902623	NA	8	4	2	3	7.74288290087737	5.37216666865875	1.75476535060332	2.5813851160732
Interval_320	IV	1278309	1280117	+	1809	37.5636100639796	-0.588648692624176	0.43031500881385	-1.36794831824892	0.171328253855914	0.595894683729933	34	20	59	45	32.9072523287288	26.8608333432937	51.765577842798	38.720776741098
Interval_321	IV	1289024	1289504	+	481	8.30379227842947	-1.44537884933254	0.902185281990238	-1.60208648731667	0.109136485663272	NA	5	3	15	13	4.83930181304836	4.02912500149406	13.1607401295249	11.1860021696505
Interval_322	IV	1300853	1301721	+	869	24.7038840342056	0.503538064317895	0.524897622073663	0.959307192760018	0.337404012927639	0.786384183581178	32	20	32	15	30.9715316035095	26.8608333432937	28.0762456096532	12.906925580366
Interval_323	IV	1305555	1306003	+	449	6.63313105350214	0.0494330552126094	0.96273915504235	0.051346260255131	0.959049606342925	NA	7	5	8	7	6.7750225382677	6.71520833582343	7.01906140241329	6.02323193750413
Interval_324	IV	1318023	1319332	+	1310	8.44673857887265	0.379658671046106	0.928022610971159	0.409104979294416	0.682462622300419	NA	14	4	14	3	13.5500450765354	5.37216666865875	12.2833574542233	2.5813851160732
Interval_325	IV	1330822	1331029	+	208	2.99199607392025	-1.38745879890277	1.65918133718287	-0.836230957888268	0.403024985574639	NA	2	1	5	5	1.93572072521934	1.34304166716469	4.38691337650831	4.30230852678867
Interval_326	IV	1333122	1334251	+	1130	8.31225276340143	-1.44705517800023	0.908957731477882	-1.59199391554484	0.111386071688882	NA	5	3	17	11	4.83930181304836	4.02912500149406	14.9155054801282	9.46507875893506
Interval_327	IV	1345370	1345999	+	630	15.949785044289	-0.811999718834735	0.619728075576661	-1.31025162621391	0.190110726101402	0.633460549185205	14	7	24	23	13.5500450765354	9.40129167015281	21.0571842072399	19.7906192232279
Interval_328	IV	1355651	1355948	+	298	17.917059150012	0.81678238334922	0.592722841093612	1.3780173914712	0.168197918643691	0.595855188472829	25	16	10	20	24.1965090652418	21.488666674635	8.77382675301662	17.2092341071547
Interval_329	IV	1358982	1359809	+	828	23.1240186084218	0.788423342419345	0.512551023188744	1.53823386697057	0.123991443069791	0.538529999004614	30	22	21	18	29.0358108782902	29.5469166776231	18.4250361813349	15.4883106964392
Interval_330	IV	1361827	1362676	+	850	19.1160059332799	-0.748450702861895	0.566448848937869	-1.32130324611885	0.186400272057215	0.623476772053444	13	12	26	29	12.5821847139257	16.1165000059762	22.8119495578432	24.9533894553743
Interval_331	IV	1365878	1367341	+	1464	9.92748322016835	-1.34882409264108	0.857043071982231	-1.57381132493309	0.115531075095774	0.527565412583402	6	4	8	25	5.80716217565803	5.37216666865875	7.01906140241329	21.5115426339433
Interval_332	IV	1384785	1386881	+	2097	23.1969823480741	0.0846946725381948	0.508247916898296	0.166640471553852	0.867652947218684	0.958811421420141	27	16	25	27	26.1322297904611	21.488666674635	21.9345668825415	23.2324660446588
Interval_333	IV	1401324	1401714	+	391	20.7602103496697	0.597448318298896	0.542597951174732	1.10108841547487	0.270858178397639	0.727171495458344	24	20	15	23	23.2286487026321	26.8608333432937	13.1607401295249	19.7906192232279
Interval_334	IV	1402792	1403293	+	502	5.17379262827091	0.233525904327412	1.13130607300082	0.206421506876542	0.836461672514673	NA	6	4	3	8	5.80716217565803	5.37216666865875	2.63214802590498	6.88369364286186
Interval_335	IV	1410416	1411971	+	1556	20.9602557496067	0.0176659195087584	0.546454051404499	0.0323282798679108	0.974210256913714	0.99259611578639	24	14	30	18	23.2286487026321	18.8025833403056	26.3214802590498	15.4883106964392
Interval_336	IV	1420445	1421021	+	577	10.9335337550511	-0.330658129076771	0.739261055847247	-0.447281953325422	0.654671495443985	0.902979300382556	9	8	11	17	8.71074326348705	10.7443333373175	9.65120942831828	14.6278489910815
Interval_337	IV	1429074	1430504	+	1431	36.029102985857	-0.337140187813018	0.434968151411683	-0.775091662961608	0.43828549761597	0.83168951027121	39	19	49	44	37.7465541417772	25.5177916761291	42.9917510897814	37.8603150357402
Interval_338	IV	1434142	1434893	+	752	11.9465149714155	-0.324897243073287	0.725764711790033	-0.44766194580053	0.654397189375866	0.902979300382556	16	4	15	16	15.4857658017547	5.37216666865875	13.1607401295249	13.7673872857237
Interval_339	IV	1445645	1446102	+	458	9.63573093154039	-0.462019742826191	0.811617233585743	-0.569258172088063	0.569180948198919	0.887517047954534	11	4	9	17	10.6464639887064	5.37216666865875	7.89644407771495	14.6278489910815
Interval_340	IV	1450936	1451211	+	276	10.1493908001463	0.296986122751777	0.756519493442278	0.392569028724488	0.69463781828277	0.923108584794076	12	8	10	11	11.6143243513161	10.7443333373175	8.77382675301662	9.46507875893506
Interval_341	IV	1454734	1455033	+	300	7.39354186098831	0.658334465251281	0.944220658123083	0.697225229704162	0.485661852094169	NA	5	10	7	6	4.83930181304836	13.4304166716469	6.14167872711163	5.1627702321464
Interval_342	IV	1459505	1460208	+	704	14.7015692968175	-0.325333983639631	0.647055991336128	-0.502791084536344	0.615111162505992	0.900708740165314	17	7	15	23	16.4536261643644	9.40129167015281	13.1607401295249	19.7906192232279
Interval_343	IV	1461673	1461909	+	237	8.96309737236646	0.674420213390126	0.82492790996451	0.817550485616544	0.413613910439475	0.826581809055645	13	7	6	10	12.5821847139257	9.40129167015281	5.26429605180997	8.60461705357733
Interval_344	IV	1468602	1470971	+	2370	55.09025361896	0.506276964125841	0.3696775155225	1.36950975611885	0.170839987272255	0.595894683729933	75	42	60	45	72.5895271957254	56.4077500209169	52.6429605180997	38.720776741098
Interval_345	IV	1476597	1476956	+	360	9.89014925574445	-1.20262719683181	0.809531239073599	-1.48558466774928	0.137389012994655	0.549733633579868	8	3	15	17	7.74288290087737	4.02912500149406	13.1607401295249	14.6278489910815
Interval_346	IV	1489641	1491310	+	1670	66.2662860183534	0.900061787152398	0.343533484862419	2.6200118090755	0.00879267221277178	0.0996883485941528	76	74	54	52	73.5573875583351	99.3850833701868	47.3786644662897	44.7440086786021
Interval_347	IV	1493091	1494196	+	1106	22.4842512772795	0.901326144512435	0.536952009907428	1.67859720772407	0.0932305711326885	0.490302943366488	26	25	13	23	25.1643694278515	33.5760416791172	11.4059747789216	19.7906192232279
Interval_348	IV	1496683	1497045	+	363	9.37059081331911	-0.283758051375671	0.825687348322375	-0.343662830673388	0.731099867238949	0.934079155974468	13	3	13	11	12.5821847139257	4.02912500149406	11.4059747789216	9.46507875893506
Interval_349	IV	1502253	1502618	+	366	9.47284511032195	0.213485211667056	0.837209931148341	0.254996033520809	0.798726162784686	0.939630063509793	6	11	6	14	5.80716217565803	14.7734583388116	5.26429605180997	12.0464638750083
Interval_350	IV	1506804	1507893	+	1090	39.6756872876767	-1.720494836207	0.455931451189928	-3.77358226048393	0.000160920126249602	0.00585346959232927	20	13	84	56	19.3572072521934	17.4595416731409	73.7001447253396	48.185855500033
Interval_351	IV	1517895	1518227	+	333	6.19499532159316	-0.375379166859091	1.08924524305467	-0.344623186791599	0.730377671953781	NA	3	6	3	13	2.90358108782902	8.05825000298812	2.63214802590498	11.1860021696505
Interval_352	IV	1524821	1525639	+	819	59.0558223131832	1.81369993064046	0.373206566750248	4.85977496707394	1.17519256395804e-06	0.000205188621667073	82	78	28	32	79.3645497339931	104.757250038846	24.5667149084465	27.5347745714475
Interval_353	IX	0	245	+	246	14.0420420288923	3.25932748913896	0.883181097328185	3.69044072501	0.000223865851453364	0.00751672647379948	11	30	4	2	10.6464639887064	40.2912500149406	3.50953070120665	1.72092341071547
Interval_354	IX	21696	22210	+	515	9.00698599652258	1.65059835143693	0.854024968282638	1.93272844792363	0.0532696587995726	0.344315306447533	13	11	4	6	12.5821847139257	14.7734583388116	3.50953070120665	5.1627702321464
Interval_355	IX	36805	37177	+	373	8.31407797071191	-0.0731974147895927	0.941735512020752	-0.0777260853554599	0.938045943758928	NA	15	1	11	9	14.5179054391451	1.34304166716469	9.65120942831828	7.7441553482196
Interval_356	IX	54102	55082	+	981	10.3914380228359	-2.30195427341409	1.54585354247251	-1.48911537229603	0.136456990496275	0.549733633579868	7	0	22	18	6.7750225382677	0	19.3024188566366	15.4883106964392
Interval_357	IX	68242	69527	+	1286	33.4962486160375	0.433924187051546	0.453071212726633	0.957739478613399	0.338194144142435	0.786384183581178	46	24	26	40	44.5215766800449	32.2330000119525	22.8119495578432	34.4184682143093
Interval_358	IX	73509	73694	+	186	1.18720603143509	2.16557834923424	4.07704303652897	0.531163966097823	0.595305160896842	NA	4	0	1	0	3.87144145043869	0	0.877382675301661	0
Interval_359	IX	77457	77953	+	497	8.08377149985511	-1.0687916641396	0.901741469715089	-1.18525286907044	0.235917482103716	NA	4	5	14	11	3.87144145043869	6.71520833582343	12.2833574542233	9.46507875893506
Interval_360	IX	84752	85239	+	488	6.57097123990421	-0.36643310435231	0.987868128242731	-0.370933218590764	0.710687272497787	NA	5	5	6	11	4.83930181304836	6.71520833582343	5.26429605180997	9.46507875893506
Interval_361	IX	96412	96753	+	342	8.2958067812701	0.497726284939844	0.862363058348117	0.57716559182539	0.563827598412766	NA	13	5	7	9	12.5821847139257	6.71520833582343	6.14167872711163	7.7441553482196
Interval_362	IX	99525	99861	+	337	31.8474379354122	0.200314365836372	0.45464026548818	0.440599702759015	0.659502818071285	0.903839811893613	33	27	40	28	31.9393919661192	36.2621250134465	35.0953070120665	24.0929277500165
Interval_363	IX	102352	102587	+	236	9.5852686238159	0.694624436890451	0.802868394013486	0.865178455236068	0.386940848619845	0.819867156491789	16	6	10	7	15.4857658017547	8.05825000298812	8.77382675301662	6.02323193750413
Interval_364	IX	106065	106321	+	257	1.80435242664252	2.84053678081757	2.75709177106389	1.03026559022425	0.302885347267188	NA	1	4	1	0	0.967860362609672	5.37216666865875	0.877382675301661	0
Interval_365	IX	127782	127954	+	173	5.6435638727207	0.229668497889639	1.05401766285098	0.217898149133872	0.82750846927756	NA	7	4	6	6	6.7750225382677	5.37216666865875	5.26429605180997	5.1627702321464
Interval_366	IX	129867	130240	+	374	9.74277259087894	-0.875050064045118	0.821185657818851	-1.06559345711095	0.286607458180168	0.736809467795504	6	6	9	20	5.80716217565803	8.05825000298812	7.89644407771495	17.2092341071547
Interval_367	IX	131914	132310	+	397	11.3806855776739	-0.432752638976121	0.718714690535687	-0.602120208025209	0.547094123985446	0.875546145301422	9	8	15	15	8.71074326348705	10.7443333373175	13.1607401295249	12.906925580366
Interval_368	IX	138230	139732	+	1503	60.2982854027757	0.0492622570213516	0.350215832607146	0.140662564152579	0.88813652046135	0.965558134947395	55	52	65	71	53.2323199435319	69.8381666925637	57.029873894608	61.092781080399
Interval_369	IX	141911	143053	+	1143	13.3919304395902	0.447730068683299	0.661965013536778	0.67636515454366	0.498808835102024	0.855369950044211	14	13	11	15	13.5500450765354	17.4595416731409	9.65120942831828	12.906925580366
Interval_370	IX	150248	150448	+	201	6.51292367889304	-1.93520044692515	1.08675523242415	-1.78071417480864	0.0749591562928733	NA	4	1	11	13	3.87144145043869	1.34304166716469	9.65120942831828	11.1860021696505
Interval_371	IX	160037	160726	+	690	8.97267058293001	-0.702578879302178	0.863148708294162	-0.813971998742467	0.415660992342103	0.826581809055645	11	2	11	15	10.6464639887064	2.68608333432937	9.65120942831828	12.906925580366
Interval_372	IX	166005	166298	+	294	12.1039984005346	1.14896869830325	0.774427964851536	1.48363534176289	0.137905688148902	0.549733633579868	7	20	9	8	6.7750225382677	26.8608333432937	7.89644407771495	6.88369364286186
Interval_373	IX	169736	170233	+	498	13.1005783948349	-1.84458300365661	0.733398723810995	-2.51511618955582	0.0118993160995097	0.125157866926168	5	5	24	23	4.83930181304836	6.71520833582343	21.0571842072399	19.7906192232279
Interval_374	IX	173394	174148	+	755	8.47869220324903	-1.3859030675221	0.902956714226336	-1.53484994982241	0.124820690032886	NA	3	5	12	16	2.90358108782902	6.71520833582343	10.5285921036199	13.7673872857237
Interval_375	IX	174961	175617	+	657	13.3425808574573	0.356764785512533	0.659913346756893	0.540623685315404	0.588766989032548	0.892349967752455	17	10	15	12	16.4536261643644	13.4304166716469	13.1607401295249	10.3255404642928
Interval_376	IX	177499	178138	+	640	22.8763176939164	-0.425446006547472	0.526270754260656	-0.808416586145226	0.418850806995823	0.826581809055645	17	17	35	25	16.4536261643644	22.8317083417997	30.7083936355582	21.5115426339433
Interval_377	IX	197516	198444	+	929	14.3368158965673	-0.432128407100822	0.643079447976064	-0.671967372710855	0.501604467711589	0.855369950044211	14	8	21	17	13.5500450765354	10.7443333373175	18.4250361813349	14.6278489910815
Interval_378	IX	207528	207700	+	173	1.16458660960808	0.751482711114139	4.0658183928645	0.184829384517761	0.853362859413105	NA	3	0	2	0	2.90358108782902	0	1.75476535060332	0
Interval_379	IX	210624	210798	+	175	8.23573389101212	0.287192699654448	0.876585127587219	0.327626708024285	0.743193925475106	NA	9	7	12	5	8.71074326348705	9.40129167015281	10.5285921036199	4.30230852678867
Interval_380	IX	215010	215311	+	302	3.00835992401445	1.83075442004916	4.24576180918276	0.431195743503462	0.666326048626866	NA	0	7	3	0	0	9.40129167015281	2.63214802590498	0
Interval_381	IX	216077	216365	+	289	6.76223652892584	0.275224565585002	0.977778870096493	0.281479354895285	0.778342760642774	NA	7	6	10	4	6.7750225382677	8.05825000298812	8.77382675301662	3.44184682143093
Interval_382	IX	216407	216611	+	205	3.86949673912112	-0.0776670312713201	1.41076469004343	-0.0550531437449922	0.956096125368032	NA	1	5	3	6	0.967860362609672	6.71520833582343	2.63214802590498	5.1627702321464
Interval_383	IX	222621	222864	+	244	9.50471963087695	0.266665198599736	0.790046799657177	0.337530888949173	0.735716730881731	0.934079155974468	13	6	10	10	12.5821847139257	8.05825000298812	8.77382675301662	8.60461705357733
Interval_384	IX	232442	232930	+	489	31.7882761347016	0.463546836551491	0.466887689520503	0.992844418381552	0.320785779763493	0.780072383658857	28	35	33	28	27.1000901530708	47.006458350764	28.9536282849548	24.0929277500165
Interval_385	IX	248707	249897	+	1191	61.7325187530751	0.495507310457723	0.341727350549229	1.45000776104499	0.147056354977677	0.559637270806036	77	52	61	57	74.5252479209447	69.8381666925637	53.5203431934014	49.0463172053908
Interval_386	IX	254131	255618	+	1488	66.2886320884121	0.324662963235279	0.339844604726243	0.955327696012141	0.339412005722508	0.786384183581178	68	61	74	61	65.8145046574577	81.9255416970459	64.9263179723229	52.4881640268217
Interval_387	IX	257206	258812	+	1607	47.8847385119839	0.378780380434219	0.378275234809197	1.00133539174267	0.316664687947205	0.776540091510982	59	38	47	49	57.1037613939706	51.0355833522581	41.2369857391781	42.1626235625289
Interval_388	IX	267800	268947	+	1148	29.0182081787033	0.0763222113081653	0.463326312532739	0.164726693139778	0.869159105899261	0.959261566940651	31	22	35	30	30.0036712408998	29.5469166776231	30.7083936355582	25.813851160732
Interval_389	IX	291848	292404	+	557	6.288910151739	-0.0895772750295539	0.997969848179567	-0.0897595004427789	0.928478332193301	NA	7	4	6	9	6.7750225382677	5.37216666865875	5.26429605180997	7.7441553482196
Interval_390	IX	310899	311159	+	261	6.58457457101739	0.436795291441289	0.976062378676879	0.447507557901571	0.654508632108624	NA	10	4	6	7	9.67860362609672	5.37216666865875	5.26429605180997	6.02323193750413
Interval_391	IX	316309	316612	+	304	19.0481850397688	0.380945776297602	0.555326244826697	0.685985544256937	0.492722224188111	0.855369950044211	21	17	20	18	20.3250676148031	22.8317083417997	17.5476535060332	15.4883106964392
Interval_392	IX	321972	322332	+	361	7.66517504484869	0.459086414448046	1.00989440890297	0.454588529653059	0.649405288340819	NA	10	6	1	14	9.67860362609672	8.05825000298812	0.877382675301661	12.0464638750083
Interval_393	IX	325650	326042	+	393	8.76980826820588	0.478950764712286	0.849354482773959	0.563899731414911	0.572822372855766	0.887517047954534	14	5	11	6	13.5500450765354	6.71520833582343	9.65120942831828	5.1627702321464
Interval_394	IX	332631	333583	+	953	44.7964094228956	-0.262250561181242	0.395606279937657	-0.662907983216469	0.50738948851724	0.856771805561993	36	35	57	55	34.8429730539482	47.006458350764	50.0108124921947	47.3253937946753
Interval_395	IX	336068	336369	+	302	10.0374437885728	0.92841288754661	0.776687212118359	1.19534977924309	0.231950398364364	0.677561148960821	16	8	9	7	15.4857658017547	10.7443333373175	7.89644407771495	6.02323193750413
Interval_396	IX	338270	339297	+	1028	18.078772821617	2.05012774994455	0.679808200861581	3.01574436340462	0.00256349284744302	0.0456720256289339	16	32	5	11	15.4857658017547	42.97733334927	4.38691337650831	9.46507875893506
Interval_397	IX	343919	344184	+	266	3.65573153227957	-1.2535758324482	1.47487809736746	-0.849952165325211	0.395351681419292	NA	3	1	3	9	2.90358108782902	1.34304166716469	2.63214802590498	7.7441553482196
