PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R2_peak_143	IV	1401337	1401670	+	40	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-267	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
SPT5_T0_R2_peak_371	X	638559	639621	+	40	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-115	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
SPT5_T0_R2_peak_246	VI	221367	223045	+	40	NA	promoter-TSS (YFR031C-A)	protein_coding-promoter-TSS (YFR031C-A)	492	RUF23	RUF23	RUF23			RUF23			ncRNA
SPT5_T0_R2_peak_16	II	67	353	+	40	NA	promoter-TSS (YBL113W-A)	protein_coding-promoter-TSS (YBL113W-A)	-436	YBL113W-A	YBL113W-A	YBL113W-A			YBL113W-A			protein_coding
SPT5_T0_R2_peak_125	IV	930491	930896	+	40	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-336	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
SPT5_T0_R2_peak_537	XIV	495055	495429	+	40	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-241	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
SPT5_T0_R2_peak_460	XII	930714	932953	+	40	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	-78	YLR406C	YLR406C	YLR406C			RPL31B			protein_coding
SPT5_T0_R2_peak_497	XIII	510471	511097	+	39	NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	291	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
SPT5_T0_R2_peak_403	XI	382045	382397	+	39	NA	promoter-TSS (YKL030W)	protein_coding-promoter-TSS (YKL030W)	149	YKL031W	YKL031W	YKL031W			YKL031W			protein_coding
SPT5_T0_R2_peak_565	XV	158705	161850	+	39	NA	TTS (YOL086W-A)	protein_coding-TTS (YOL086W-A)	317	YOL086C	YOL086C	YOL086C			ADH1			protein_coding
SPT5_T0_R2_peak_495	XIII	472865	473324	+	38	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	170	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T0_R2_peak_632	XVI	431437	432215	+	38	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	-69	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
SPT5_T0_R2_peak_270	VII	413098	413711	+	38	NA	promoter-TSS (YGL045W)	protein_coding-promoter-TSS (YGL045W)	-698	YGL045W	YGL045W	YGL045W			RIM8			protein_coding
SPT5_T0_R2_peak_72	III	137084	137913	+	38	NA	promoter-TSS (YCR011C)	protein_coding-promoter-TSS (YCR011C)	-248	YCR012W	YCR012W	YCR012W			PGK1			protein_coding
SPT5_T0_R2_peak_52	II	554619	556182	+	38	NA	Intergenic	Intergenic	-1090	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
SPT5_T0_R2_peak_207	V	221767	222522	+	38	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	298	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T0_R2_peak_546	XIV	576196	577016	+	38	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-121	YNL030W	YNL030W	YNL030W			HHF2			protein_coding
SPT5_T0_R2_peak_489	XIII	352342	353387	+	38	NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	261	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
SPT5_T0_R2_peak_244	VI	183173	184361	+	37	NA	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	455	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
SPT5_T0_R2_peak_280	VII	555497	555697	+	37	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-215	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
SPT5_T0_R2_peak_9	I	141753	142140	+	37	NA	promoter-TSS (YAL003W)	protein_coding-promoter-TSS (YAL003W)	-228	YAL003W	YAL003W	YAL003W			EFB1			protein_coding
SPT5_T0_R2_peak_230	V	461928	462899	+	37	NA	promoter-TSS (YER145C)	protein_coding-promoter-TSS (YER145C)	-172	YER146W	YER146W	YER146W			LSM5			protein_coding
SPT5_T0_R2_peak_64	III	50353	50709	+	37	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-53	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
SPT5_T0_R2_peak_379	XI	67562	69747	+	37	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	-1188	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
SPT5_T0_R2_peak_472	XIII	69845	70352	+	37	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	-10	YML101C	YML101C	YML101C			CUE4			protein_coding
SPT5_T0_R2_peak_475	XIII	124279	124531	+	37	NA	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-233	YML073C	YML073C	YML073C			RPL6A			protein_coding
SPT5_T0_R2_peak_640	XVI	641203	641921	+	36	NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-646	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
SPT5_T0_R2_peak_226	V	430941	431351	+	36	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	74	snR52	snR52	snR52			snR52			snoRNA
SPT5_T0_R2_peak_568	XV	216264	216883	+	36	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-436	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T0_R2_peak_42	II	391615	392727	+	36	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	122	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T0_R2_peak_631	XVI	425267	426000	+	36	NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	214	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
SPT5_T0_R2_peak_142	IV	1359565	1359809	+	36	NA	promoter-TSS (YDR449C)	protein_coding-promoter-TSS (YDR449C)	-236	YDR450W	YDR450W	YDR450W			RPS18A			protein_coding
SPT5_T0_R2_peak_290	VII	766217	766449	+	36	NA	promoter-TSS (YGR138C)	protein_coding-promoter-TSS (YGR138C)	607	YGR139W	YGR139W	YGR139W			YGR139W			protein_coding
SPT5_T0_R2_peak_602	XV	903794	904417	+	36	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-353	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
SPT5_T0_R2_peak_456	XII	877505	878074	+	35	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-493	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
SPT5_T0_R2_peak_316	VIII	4973	5491	+	35	NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	565	YHL048C-A	YHL048C-A	YHL048C-A			YHL048C-A			protein_coding
SPT5_T0_R2_peak_617	XVI	55957	56517	+	35	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	37	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
SPT5_T0_R2_peak_11	I	165809	166473	+	35	NA	promoter-TSS (YAR010C)	protein_coding-promoter-TSS (YAR010C)	-126	tA(UGC)A	tA(UGC)A	tA(UGC)A			TGA1			tRNA
SPT5_T0_R2_peak_649	XVI	812801	813016	+	35	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-455	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T0_R2_peak_288	VII	733365	733732	+	35	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	136	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
SPT5_T0_R2_peak_350	X	159871	160397	+	34	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-287	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T0_R2_peak_613	XVI	6615	6905	+	34	NA	promoter-TSS (YPL283C)	protein_coding-promoter-TSS (YPL283C)	-753	YPL283C	YPL283C	YPL283C			YRF1-7			protein_coding
SPT5_T0_R2_peak_513	XIII	880511	880987	+	34	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-410	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
SPT5_T0_R2_peak_154	IX	99645	99861	+	34	NA	promoter-TSS (YIL133C)	protein_coding-promoter-TSS (YIL133C)	-337	YIL133C	YIL133C	YIL133C			RPL16A			protein_coding
SPT5_T0_R2_peak_145	IV	1429197	1429464	+	34	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-350	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
SPT5_T0_R2_peak_117	IV	599859	601376	+	34	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-176	YDR077W	YDR077W	YDR077W			SED1			protein_coding
SPT5_T0_R2_peak_604	XV	911930	912577	+	34	NA	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	183	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
SPT5_T0_R2_peak_479	XIII	195958	196409	+	34	NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	-13	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
SPT5_T0_R2_peak_126	IV	976221	976984	+	34	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	627	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T0_R2_peak_213	V	284480	285020	+	34	NA	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-528	YER064C	YER064C	YER064C			VHR2			protein_coding
SPT5_T0_R2_peak_170	IX	338271	339297	+	33	NA	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-560	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
SPT5_T0_R2_peak_474	XIII	119195	119557	+	33	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-478	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T0_R2_peak_284	VII	609246	610522	+	33	NA	promoter-TSS (YGR060W)	protein_coding-promoter-TSS (YGR060W)	300	snR48	snR48	snR48			snR48			snoRNA
SPT5_T0_R2_peak_368	X	525044	526116	+	32	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-199	YJR047C	YJR047C	YJR047C			ANB1			protein_coding
SPT5_T0_R2_peak_549	XIV	662022	662574	+	32	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-615	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T0_R2_peak_341	X	74269	75829	+	32	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	253	YJL190C	YJL190C	YJL190C			RPS22A			protein_coding
SPT5_T0_R2_peak_359	X	360727	360976	+	32	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-398	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T0_R2_peak_305	VII	976863	977088	+	32	NA	promoter-TSS (YGR241C)	protein_coding-promoter-TSS (YGR241C)	-361	YGR243W	YGR243W	YGR243W			MPC3			protein_coding
SPT5_T0_R2_peak_81	III	246656	246866	+	32	NA	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-178	YCR073C	YCR073C	YCR073C			SSK22			protein_coding
SPT5_T0_R2_peak_136	IV	1242244	1242940	+	32	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-561	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
SPT5_T0_R2_peak_361	X	391176	392159	+	32	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	356	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
SPT5_T0_R2_peak_19	II	45098	45659	+	32	NA	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-460	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
SPT5_T0_R2_peak_21	II	60860	61140	+	31	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-261	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
SPT5_T0_R2_peak_498	XIII	540212	540799	+	31	NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-449	YMR135C	YMR135C	YMR135C			GID8			protein_coding
SPT5_T0_R2_peak_561	XV	94444	94759	+	31	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-199	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
SPT5_T0_R2_peak_539	XIV	502787	503491	+	31	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-585	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
SPT5_T0_R2_peak_173	IX	386299	386879	+	31	NA	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-888	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R2_peak_168	IX	316321	316584	+	31	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-316	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T0_R2_peak_478	XIII	169958	170210	+	31	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-318	YML052W	YML052W	YML052W			SUR7			protein_coding
SPT5_T0_R2_peak_392	XI	248095	248500	+	31	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	70	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
SPT5_T0_R2_peak_394	XI	260437	260825	+	31	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-501	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T0_R2_peak_44	II	415363	415603	+	31	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-222	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
SPT5_T0_R2_peak_337	VIII	548703	549613	+	31	NA	exon (YHR214C-B, exon 1 of 2)	protein_coding-exon (YHR214C-B, exon 1 of 2)	188	YHR214C-B	YHR214C-B	YHR214C-B			YHR214C-B			protein_coding
SPT5_T0_R2_peak_449	XII	808823	809484	+	30	NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-844	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
SPT5_T0_R2_peak_439	XII	658123	658510	+	30	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-510	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
SPT5_T0_R2_peak_298	VII	856622	857328	+	30	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	516	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T0_R2_peak_212	V	280946	281460	+	30	NA	promoter-TSS (YER062C)	protein_coding-promoter-TSS (YER062C)	-507	YER063W	YER063W	YER063W			THO1			protein_coding
SPT5_T0_R2_peak_153	IX	68353	69527	+	30	NA	promoter-TSS (YIL149C)	protein_coding-promoter-TSS (YIL149C)	232	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
SPT5_T0_R2_peak_100	IV	357151	357790	+	30	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-711	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
SPT5_T0_R2_peak_545	XIV	569561	570019	+	30	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-99	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
SPT5_T0_R2_peak_651	XVI	828849	829502	+	30	NA	promoter-TSS (YPR149W)	protein_coding-promoter-TSS (YPR149W)	-743	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
SPT5_T0_R2_peak_507	XIII	773887	774498	+	30	NA	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-560	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
SPT5_T0_R2_peak_594	XV	779551	780954	+	29	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	145	snR17a	snR17a	snR17a			snR17a			snoRNA
SPT5_T0_R2_peak_646	XVI	770738	771016	+	29	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-776	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
SPT5_T0_R2_peak_90	IV	215774	216136	+	29	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-574	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
SPT5_T0_R2_peak_654	XVI	927731	929013	+	29	NA	promoter-TSS (YPR195C)	protein_coding-promoter-TSS (YPR195C)	-78	YPR195C	YPR195C	YPR195C			YPR195C			protein_coding
SPT5_T0_R2_peak_351	X	195382	196142	+	29	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-525	YJL115W	YJL115W	YJL115W			ASF1			protein_coding
SPT5_T0_R2_peak_176	IX	427416	427636	+	29	NA	Intergenic	Intergenic	-3013	YIR038C	YIR038C	YIR038C			GTT1			protein_coding
SPT5_T0_R2_peak_132	IV	1150641	1150925	+	29	NA	promoter-TSS (YDR339C)	protein_coding-promoter-TSS (YDR339C)	-98	YDR340W	YDR340W	YDR340W			YDR340W			protein_coding
SPT5_T0_R2_peak_102	IV	368593	369449	+	29	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-750	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
SPT5_T0_R2_peak_601	XV	901296	901631	+	28	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-269	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
SPT5_T0_R2_peak_637	XVI	572298	572705	+	28	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	232	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
SPT5_T0_R2_peak_529	XIV	349934	350563	+	28	NA	promoter-TSS (YNL147W)	protein_coding-promoter-TSS (YNL147W)	423	YNL148C	YNL148C	YNL148C			ALF1			protein_coding
SPT5_T0_R2_peak_210	V	268311	269154	+	28	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-619	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T0_R2_peak_255	VII	115533	115823	+	28	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	190	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
SPT5_T0_R2_peak_121	IV	835828	836214	+	28	NA	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-400	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
SPT5_T0_R2_peak_559	XV	81796	83453	+	28	NA	exon (YOL126C, exon 1 of 1)	protein_coding-exon (YOL126C, exon 1 of 1)	296	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
SPT5_T0_R2_peak_190	V	6208	6780	+	28	NA	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	368	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
SPT5_T0_R2_peak_240	VI	82143	82423	+	28	NA	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-297	YFL026W	YFL026W	YFL026W			STE2			protein_coding
SPT5_T0_R2_peak_401	XI	338882	339631	+	28	NA	promoter-TSS (YKL053W)	protein_coding-promoter-TSS (YKL053W)	186	YKL053C-A	YKL053C-A	YKL053C-A			MDM35			protein_coding
SPT5_T0_R2_peak_107	IV	465112	465483	+	28	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	86	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
SPT5_T0_R2_peak_263	VII	277039	277533	+	28	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-331	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
SPT5_T0_R2_peak_528	XIV	330953	331248	+	28	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-222	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T0_R2_peak_243	VI	106407	106694	+	28	NA	promoter-TSS (YFL014W)	protein_coding-promoter-TSS (YFL014W)	135	YFL015W-A	YFL015W-A	YFL015W-A			YFL015W-A			protein_coding
SPT5_T0_R2_peak_450	XII	818737	819136	+	28	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	327	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T0_R2_peak_321	VIII	98327	98966	+	27	NA	promoter-TSS (YHL004W)	protein_coding-promoter-TSS (YHL004W)	149	YHL006C	YHL006C	YHL006C			SHU1			protein_coding
SPT5_T0_R2_peak_626	XVI	281713	281958	+	27	NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-287	YPL143W	YPL143W	YPL143W			RPL33A			protein_coding
SPT5_T0_R2_peak_203	V	152732	153287	+	27	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-511	YER001W	YER001W	YER001W			MNN1			protein_coding
SPT5_T0_R2_peak_88	IV	130264	130803	+	27	NA	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-49	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
SPT5_T0_R2_peak_563	XV	117582	118148	+	27	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	-135	YOL103W-B	YOL103W-B	YOL103W-B			YOL103W-B			protein_coding
SPT5_T0_R2_peak_582	XV	511364	511619	+	27	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-313	YOR098C	YOR098C	YOR098C			NUP1			protein_coding
SPT5_T0_R2_peak_48	II	476793	477602	+	27	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-474	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T0_R2_peak_493	XIII	433772	434728	+	27	NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-538	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T0_R2_peak_273	VII	438270	438845	+	27	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-534	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
SPT5_T0_R2_peak_372	X	646678	647289	+	27	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-143	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
SPT5_T0_R2_peak_438	XII	650881	651265	+	27	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-44	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
SPT5_T0_R2_peak_490	XIII	362290	363170	+	27	NA	promoter-TSS (YMR045C)	protein_coding-promoter-TSS (YMR045C)	28	YMR046W-A	YMR046W-A	YMR046W-A			YMR046W-A			protein_coding
SPT5_T0_R2_peak_576	XV	424267	424646	+	27	NA	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	161	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
SPT5_T0_R2_peak_333	VIII	382840	383719	+	27	NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-259	YHR142W	YHR142W	YHR142W			CHS7			protein_coding
SPT5_T0_R2_peak_584	XV	522698	522903	+	27	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-227	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
SPT5_T0_R2_peak_56	II	624846	625658	+	26	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-520	YBR202W	YBR202W	YBR202W			MCM7			protein_coding
SPT5_T0_R2_peak_534	XIV	427046	427462	+	26	NA	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-481	YNL103W	YNL103W	YNL103W			MET4			protein_coding
SPT5_T0_R2_peak_294	VII	809808	810008	+	26	NA	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	-319	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
SPT5_T0_R2_peak_525	XIV	198151	198925	+	26	NA	promoter-TSS (YNL241C)	protein_coding-promoter-TSS (YNL241C)	-595	YNL241C	YNL241C	YNL241C			ZWF1			protein_coding
SPT5_T0_R2_peak_413	XI	614096	615158	+	26	NA	promoter-TSS (YKR092C)	protein_coding-promoter-TSS (YKR092C)	-742	YKR092C	YKR092C	YKR092C			SRP40			protein_coding
SPT5_T0_R2_peak_179	MT	14071	16652	+	26	NA	exon (Q0050, exon 1 of 1)	protein_coding-exon (Q0050, exon 1 of 1)	1543	Q0055	Q0055	Q0055			AI2			protein_coding
SPT5_T0_R2_peak_82	III	295513	295966	+	26	NA	TTS (tT(AGU)C)	tRNA-TTS (tT(AGU)C)	255	tT(AGU)C	tT(AGU)C	tT(AGU)C			tT(AGU)C			tRNA
SPT5_T0_R2_peak_397	XI	308098	309044	+	26	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-354	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
SPT5_T0_R2_peak_171	IX	381779	382485	+	26	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	184	YIR015W	YIR015W	YIR015W			RPR2			protein_coding
SPT5_T0_R2_peak_522	XIV	110238	110757	+	26	NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-86	YNL280C	YNL280C	YNL280C			ERG24			protein_coding
SPT5_T0_R2_peak_123	IV	893999	894198	+	26	NA	promoter-TSS (YDR216W)	protein_coding-promoter-TSS (YDR216W)	404	YDR215C	YDR215C	YDR215C			YDR215C			protein_coding
SPT5_T0_R2_peak_324	VIII	125996	126401	+	26	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-323	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T0_R2_peak_454	XII	837548	839946	+	26	NA	exon (YLR355C, exon 1 of 1)	protein_coding-exon (YLR355C, exon 1 of 1)	506	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
SPT5_T0_R2_peak_31	II	201962	203359	+	25	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	604	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
SPT5_T0_R2_peak_530	XIV	355337	355997	+	25	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-625	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
