PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_727	XV	968014	968418	+	48	NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	258	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
SPT5_T15_R1_peak_24	II	164214	165704	+	48	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-187	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T15_R1_peak_570	XIII	287288	287779	+	48	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-546	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
SPT5_T15_R1_peak_40	II	414589	415732	+	48	NA	promoter-TSS (YBR085W)	protein_coding-promoter-TSS (YBR085W)	101	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
SPT5_T15_R1_peak_437	X	703210	704240	+	48	NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-160	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
SPT5_T15_R1_peak_113	IV	368743	369398	+	48	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-701	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
SPT5_T15_R1_peak_526	XII	704124	705043	+	47	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	250	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
SPT5_T15_R1_peak_620	XIV	112672	113074	+	47	NA	promoter-TSS (YNL278W)	protein_coding-promoter-TSS (YNL278W)	-398	YNL278W	YNL278W	YNL278W			CAF120			protein_coding
SPT5_T15_R1_peak_663	XV	55180	55456	+	47	NA	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-214	YOL143C	YOL143C	YOL143C			RIB4			protein_coding
SPT5_T15_R1_peak_421	X	391024	392122	+	47	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	262	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
SPT5_T15_R1_peak_44	II	466151	467131	+	47	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-607	YBR114W	YBR114W	YBR114W			RAD16			protein_coding
SPT5_T15_R1_peak_603	XIII	851850	852415	+	47	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-498	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
SPT5_T15_R1_peak_627	XIV	281469	281964	+	46	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-679	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
SPT5_T15_R1_peak_232	V	278996	279592	+	46	NA	TTS (YER062C)	protein_coding-TTS (YER062C)	332	YER061C	YER061C	YER061C			CEM1			protein_coding
SPT5_T15_R1_peak_309	VII	547316	547585	+	46	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-150	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
SPT5_T15_R1_peak_711	XV	770197	770456	+	46	NA	promoter-TSS (YOR230W)	protein_coding-promoter-TSS (YOR230W)	-474	YOR230W	YOR230W	YOR230W			WTM1			protein_coding
SPT5_T15_R1_peak_521	XII	651080	651271	+	46	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	58	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
SPT5_T15_R1_peak_712	XV	779563	780072	+	46	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-53	YOR235W	YOR235W	YOR235W			IRC13			protein_coding
SPT5_T15_R1_peak_348	VII	986838	987747	+	45	NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-757	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
SPT5_T15_R1_peak_339	VII	884079	884375	+	45	NA	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-417	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
SPT5_T15_R1_peak_579	XIII	407632	408870	+	45	NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	542	YMR069W	YMR069W	YMR069W			NAT4			protein_coding
SPT5_T15_R1_peak_117	IV	465112	465826	+	45	NA	promoter-TSS (YDR010C)	protein_coding-promoter-TSS (YDR010C)	-86	YDR010C	YDR010C	YDR010C			YDR010C			protein_coding
SPT5_T15_R1_peak_105	IV	307907	308189	+	45	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-259	YDL083C	YDL083C	YDL083C			RPS16B			protein_coding
SPT5_T15_R1_peak_211	V	68904	70324	+	45	NA	promoter-TSS (YEL043W)	protein_coding-promoter-TSS (YEL043W)	-143	YEL044W	YEL044W	YEL044W			IES6			protein_coding
SPT5_T15_R1_peak_192	IX	177500	177868	+	45	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-3	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T15_R1_peak_319	VII	653976	655024	+	45	NA	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-134	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
SPT5_T15_R1_peak_473	XI	385050	385632	+	45	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-417	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T15_R1_peak_395	X	75523	75804	+	45	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-270	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
SPT5_T15_R1_peak_210	V	53280	53762	+	45	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-303	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
SPT5_T15_R1_peak_406	X	195368	195707	+	44	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-664	YJL116C	YJL116C	YJL116C			NCA3			protein_coding
SPT5_T15_R1_peak_335	VII	809669	810984	+	44	NA	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	99	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
SPT5_T15_R1_peak_213	V	84863	85600	+	44	NA	promoter-TSS (YEL033W)	protein_coding-promoter-TSS (YEL033W)	314	YEL035C	YEL035C	YEL035C			UTR5			protein_coding
SPT5_T15_R1_peak_706	XV	682187	682401	+	44	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-188	YOR185C	YOR185C	YOR185C			GSP2			protein_coding
SPT5_T15_R1_peak_376	VIII	316075	316331	+	44	NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-235	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
SPT5_T15_R1_peak_354	VIII	4887	5286	+	44	NA	promoter-TSS (YHL049C)	protein_coding-promoter-TSS (YHL049C)	-545	YHL049C	YHL049C	YHL049C			YHL049C			protein_coding
SPT5_T15_R1_peak_45	II	476717	477464	+	44	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-581	YBR118W	YBR118W	YBR118W			TEF2			protein_coding
SPT5_T15_R1_peak_580	XIII	431575	431946	+	44	NA	promoter-TSS (YMR081C)	protein_coding-promoter-TSS (YMR081C)	365	YMR082C	YMR082C	YMR082C			YMR082C			protein_coding
SPT5_T15_R1_peak_21	II	135822	136251	+	43	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	38	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
SPT5_T15_R1_peak_784	XVI	821570	822508	+	43	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	307	snR45	snR45	snR45			snR45			snoRNA
SPT5_T15_R1_peak_90	IV	61369	62636	+	43	NA	promoter-TSS (YDL221W)	protein_coding-promoter-TSS (YDL221W)	-9	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
SPT5_T15_R1_peak_689	XV	443309	444184	+	43	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-215	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
SPT5_T15_R1_peak_266	VI	106351	107568	+	43	NA	promoter-TSS (YFL013W-A)	protein_coding-promoter-TSS (YFL013W-A)	4	YFL015C	YFL015C	YFL015C			YFL015C			protein_coding
SPT5_T15_R1_peak_718	XV	877836	878286	+	43	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-374	YOR299W	YOR299W	YOR299W			BUD7			protein_coding
SPT5_T15_R1_peak_289	VII	206449	206711	+	43	NA	promoter-TSS (YGL158W)	protein_coding-promoter-TSS (YGL158W)	-453	YGL158W	YGL158W	YGL158W			RCK1			protein_coding
SPT5_T15_R1_peak_504	XII	370100	371336	+	42	NA	promoter-TSS (YLR110C)	protein_coding-promoter-TSS (YLR110C)	-73	YLR112W	YLR112W	YLR112W			YLR112W			protein_coding
SPT5_T15_R1_peak_595	XIII	675147	675480	+	42	NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-547	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
SPT5_T15_R1_peak_120	IV	491159	491378	+	42	NA	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	-247	YDR025W	YDR025W	YDR025W			RPS11A			protein_coding
SPT5_T15_R1_peak_272	VI	223915	226816	+	42	NA	promoter-TSS (YFR033C)	protein_coding-promoter-TSS (YFR033C)	593	YFR034C	YFR034C	YFR034C			PHO4			protein_coding
SPT5_T15_R1_peak_461	XI	258474	259023	+	42	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	165	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
SPT5_T15_R1_peak_786	XVI	828316	829601	+	42	NA	promoter-TSS (YPR148C)	protein_coding-promoter-TSS (YPR148C)	-818	YPR148C	YPR148C	YPR148C			YPR148C			protein_coding
SPT5_T15_R1_peak_267	VI	176607	177090	+	42	NA	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-457	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
SPT5_T15_R1_peak_753	XVI	338889	340767	+	42	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-116	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
SPT5_T15_R1_peak_42	II	426794	427052	+	42	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	135	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
SPT5_T15_R1_peak_514	XII	522286	522537	+	42	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-252	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
SPT5_T15_R1_peak_223	V	191948	192746	+	42	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	277	YER018C	YER018C	YER018C			SPC25			protein_coding
SPT5_T15_R1_peak_16	II	36303	36625	+	42	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	66	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
SPT5_T15_R1_peak_150	IV	1013828	1014079	+	42	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-310	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
SPT5_T15_R1_peak_238	V	305948	306255	+	42	NA	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-222	YER074W	YER074W	YER074W			RPS24A			protein_coding
SPT5_T15_R1_peak_204	IX	384212	384731	+	42	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-138	YIR018W	YIR018W	YIR018W			YAP5			protein_coding
SPT5_T15_R1_peak_413	X	294195	295305	+	41	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-49	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
SPT5_T15_R1_peak_768	XVI	520335	520618	+	41	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-243	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
SPT5_T15_R1_peak_542	XII	921518	922406	+	41	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-101	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
SPT5_T15_R1_peak_300	VII	423109	423538	+	41	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	231	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T15_R1_peak_337	VII	856415	857475	+	41	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	546	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T15_R1_peak_611	XIII	923827	924285	+	41	NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-254	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
SPT5_T15_R1_peak_511	XII	489428	490995	+	41	NA	promoter-TSS (YLR162W-A)	protein_coding-promoter-TSS (YLR162W-A)	-195	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
SPT5_T15_R1_peak_248	V	422171	423432	+	41	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-355	YER130C	YER130C	YER130C			COM2			protein_coding
SPT5_T15_R1_peak_264	VI	90438	90905	+	41	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-315	YFL023W	YFL023W	YFL023W			BUD27			protein_coding
SPT5_T15_R1_peak_131	IV	599810	600431	+	41	NA	promoter-TSS (YDR077W)	protein_coding-promoter-TSS (YDR077W)	-673	YDR077W	YDR077W	YDR077W			SED1			protein_coding
SPT5_T15_R1_peak_523	XII	660065	660473	+	41	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-447	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
SPT5_T15_R1_peak_187	IX	138231	139520	+	41	NA	promoter-TSS (YIL118W)	protein_coding-promoter-TSS (YIL118W)	-877	YIL118W	YIL118W	YIL118W			RHO3			protein_coding
SPT5_T15_R1_peak_366	VIII	174752	175416	+	41	NA	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	-111	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
SPT5_T15_R1_peak_776	XVI	653805	654072	+	41	NA	promoter-TSS (YPR042C)	protein_coding-promoter-TSS (YPR042C)	-228	YPR043W	YPR043W	YPR043W			RPL43A			protein_coding
SPT5_T15_R1_peak_471	XI	368882	369722	+	41	NA	promoter-TSS (YKL035W)	protein_coding-promoter-TSS (YKL035W)	-63	YKL037W	YKL037W	YKL037W			AIM26			protein_coding
SPT5_T15_R1_peak_22	II	140407	141155	+	40	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-466	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
SPT5_T15_R1_peak_702	XV	618554	619515	+	40	NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-746	YOR152C	YOR152C	YOR152C			YOR152C			protein_coding
SPT5_T15_R1_peak_227	V	261367	261830	+	40	NA	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-552	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
SPT5_T15_R1_peak_435	X	651151	651742	+	40	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-455	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
SPT5_T15_R1_peak_569	XIII	282804	283470	+	40	NA	promoter-TSS (YMR008C)	protein_coding-promoter-TSS (YMR008C)	-553	YMR008C	YMR008C	YMR008C			PLB1			protein_coding
SPT5_T15_R1_peak_541	XII	877490	878095	+	40	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-490	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
SPT5_T15_R1_peak_496	XII	187361	187887	+	40	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-495	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
SPT5_T15_R1_peak_242	V	342478	343443	+	40	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	105	YER092W	YER092W	YER092W			IES5			protein_coding
SPT5_T15_R1_peak_500	XII	289703	289954	+	40	NA	promoter-TSS (YLR081W)	protein_coding-promoter-TSS (YLR081W)	-384	YLR081W	YLR081W	YLR081W			GAL2			protein_coding
SPT5_T15_R1_peak_50	II	554789	556026	+	40	NA	Intergenic	Intergenic	-1097	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
SPT5_T15_R1_peak_675	XV	218775	219009	+	40	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-319	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
SPT5_T15_R1_peak_237	V	302512	303814	+	39	NA	promoter-TSS (YER071C)	protein_coding-promoter-TSS (YER071C)	357	YER072W	YER072W	YER072W			VTC1			protein_coding
SPT5_T15_R1_peak_356	VIII	48144	48553	+	39	NA	promoter-TSS (YHL028W)	protein_coding-promoter-TSS (YHL028W)	-380	YHL029C	YHL029C	YHL029C			OCA5			protein_coding
SPT5_T15_R1_peak_763	XVI	450824	451396	+	39	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-733	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
SPT5_T15_R1_peak_607	XIII	886546	886773	+	39	NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-87	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
SPT5_T15_R1_peak_717	XV	866666	866929	+	39	NA	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-215	YOR292C	YOR292C	YOR292C			YOR292C			protein_coding
SPT5_T15_R1_peak_133	IV	721669	722867	+	39	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-787	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
SPT5_T15_R1_peak_404	X	159741	160358	+	39	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-202	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T15_R1_peak_205	IX	386326	387046	+	39	NA	promoter-TSS (YIR018C-A)	protein_coding-promoter-TSS (YIR018C-A)	-985	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T15_R1_peak_327	VII	739140	739662	+	39	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	279	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T15_R1_peak_696	XV	511297	511681	+	39	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-311	YOR098C	YOR098C	YOR098C			NUP1			protein_coding
SPT5_T15_R1_peak_39	II	408363	408951	+	39	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-512	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
SPT5_T15_R1_peak_670	XV	117963	118171	+	39	NA	promoter-TSS (YOL103W-A)	protein_coding-promoter-TSS (YOL103W-A)	67	YOL103W-A	YOL103W-A	YOL103W-A			YOL103W-A			protein_coding
SPT5_T15_R1_peak_241	V	335134	336484	+	39	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-118	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T15_R1_peak_148	IV	976258	977018	+	39	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	591	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T15_R1_peak_438	X	705155	705609	+	38	NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-362	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
SPT5_T15_R1_peak_58	II	628610	628811	+	38	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-458	YBR203W	YBR203W	YBR203W			COS111			protein_coding
SPT5_T15_R1_peak_318	VII	650727	651531	+	38	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-512	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
SPT5_T15_R1_peak_783	XVI	812819	813016	+	38	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-464	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T15_R1_peak_276	VII	27	547	+	38	NA	Intergenic	Intergenic	-2503	YGL263W	YGL263W	YGL263W			COS12			protein_coding
SPT5_T15_R1_peak_41	II	419309	419955	+	38	NA	promoter-TSS (YBR085C-A)	protein_coding-promoter-TSS (YBR085C-A)	-468	YBR085C-A	YBR085C-A	YBR085C-A			YBR085C-A			protein_coding
SPT5_T15_R1_peak_707	XV	683521	683889	+	38	NA	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-167	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
SPT5_T15_R1_peak_749	XVI	264439	264888	+	38	NA	promoter-TSS (YPL152W)	protein_coding-promoter-TSS (YPL152W)	61	YPL152W-A	YPL152W-A	YPL152W-A			YPL152W-A			protein_coding
SPT5_T15_R1_peak_501	XII	320154	320733	+	37	NA	promoter-TSS (YLR089C)	protein_coding-promoter-TSS (YLR089C)	-258	YLR090W	YLR090W	YLR090W			XDJ1			protein_coding
SPT5_T15_R1_peak_782	XVI	794575	794887	+	37	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-233	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
SPT5_T15_R1_peak_630	XIV	330979	331225	+	37	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-220	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T15_R1_peak_442	XI	21550	21844	+	37	NA	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-537	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
SPT5_T15_R1_peak_466	XI	327712	328412	+	37	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-575	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
SPT5_T15_R1_peak_209	V	42066	42558	+	37	NA	promoter-TSS (YEL058W)	protein_coding-promoter-TSS (YEL058W)	312	YEL059C-A	YEL059C-A	YEL059C-A			SOM1			protein_coding
SPT5_T15_R1_peak_389	VIII	540825	541040	+	37	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	132	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
SPT5_T15_R1_peak_550	XII	1064545	1065453	+	37	NA	promoter-TSS (YLR462W)	protein_coding-promoter-TSS (YLR462W)	-957	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
SPT5_T15_R1_peak_353	VII	1083981	1084385	+	37	NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-681	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
SPT5_T15_R1_peak_35	II	370908	371755	+	37	NA	promoter-TSS (YBR066C)	protein_coding-promoter-TSS (YBR066C)	-632	YBR066C	YBR066C	YBR066C			NRG2			protein_coding
SPT5_T15_R1_peak_747	XVI	227656	228087	+	36	NA	promoter-TSS (YPL170W)	protein_coding-promoter-TSS (YPL170W)	-443	YPL170W	YPL170W	YPL170W			DAP1			protein_coding
SPT5_T15_R1_peak_349	VII	993887	994236	+	36	NA	promoter-TSS (YGR250C)	protein_coding-promoter-TSS (YGR250C)	-540	YGR250C	YGR250C	YGR250C			YGR250C			protein_coding
SPT5_T15_R1_peak_183	IX	68267	68596	+	36	NA	promoter-TSS (YIL148W)	protein_coding-promoter-TSS (YIL148W)	-277	YIL148W	YIL148W	YIL148W			RPL40A			protein_coding
SPT5_T15_R1_peak_573	XIII	347163	347963	+	36	NA	TTS (YMR038C)	protein_coding-TTS (YMR038C)	697	YMR038C	YMR038C	YMR038C			CCS1			protein_coding
SPT5_T15_R1_peak_217	V	123135	123575	+	36	NA	promoter-TSS (YEL017C-A)	protein_coding-promoter-TSS (YEL017C-A)	-302	YEL017W	YEL017W	YEL017W			GTT3			protein_coding
SPT5_T15_R1_peak_533	XII	783554	784698	+	36	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-228	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
SPT5_T15_R1_peak_474	XI	431476	431779	+	36	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-279	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
SPT5_T15_R1_peak_49	II	504535	504766	+	36	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-204	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
SPT5_T15_R1_peak_587	XIII	551346	551905	+	36	NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-303	YMR143W	YMR143W	YMR143W			RPS16A			protein_coding
SPT5_T15_R1_peak_374	VIII	296735	297193	+	36	NA	promoter-TSS (YHR096C)	protein_coding-promoter-TSS (YHR096C)	-517	YHR096C	YHR096C	YHR096C			HXT5			protein_coding
SPT5_T15_R1_peak_665	XV	79897	80207	+	36	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-296	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T15_R1_peak_457	XI	203086	203417	+	35	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	252	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T15_R1_peak_244	V	354935	355339	+	35	NA	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	-3	YER097W	YER097W	YER097W			YER097W			protein_coding
SPT5_T15_R1_peak_2	I	20762	21069	+	35	NA	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-651	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
SPT5_T15_R1_peak_17	II	45101	45343	+	35	NA	promoter-TSS (YBL092W)	protein_coding-promoter-TSS (YBL092W)	-304	YBL093C	YBL093C	YBL093C			ROX3			protein_coding
SPT5_T15_R1_peak_364	VIII	148814	149136	+	35	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-250	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
SPT5_T15_R1_peak_304	VII	472348	472938	+	35	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-212	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
SPT5_T15_R1_peak_229	V	268415	268720	+	35	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-454	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T15_R1_peak_694	XV	494015	494788	+	35	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-726	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
