PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R2_peak_455	VIII	121916	122653	+	38	NA	promoter-TSS (YHR007C)	protein_coding-promoter-TSS (YHR007C)	481	YHR007C-A	YHR007C-A	YHR007C-A			YHR007C-A			protein_coding
SPT5_T15_R2_peak_41	II	347393	347728	+	38	NA	promoter-TSS (YBR055C)	protein_coding-promoter-TSS (YBR055C)	-43	tL(UAA)B2	tL(UAA)B2	tL(UAA)B2			tL(UAA)B2			tRNA
SPT5_T15_R2_peak_589	XI	431459	431831	+	38	NA	promoter-TSS (YKL006W)	protein_coding-promoter-TSS (YKL006W)	-261	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
SPT5_T15_R2_peak_822	XIV	651797	652349	+	37	NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-361	YNR013C	YNR013C	YNR013C			PHO91			protein_coding
SPT5_T15_R2_peak_237	IV	1489979	1491310	+	37	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	48	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
SPT5_T15_R2_peak_713	XIII	306022	306930	+	37	NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-883	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
SPT5_T15_R2_peak_900	XV	796940	797346	+	37	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-350	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
SPT5_T15_R2_peak_837	XV	92949	93215	+	37	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-232	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
SPT5_T15_R2_peak_875	XV	487052	487594	+	37	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	-116	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T15_R2_peak_99	III	178325	178499	+	37	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-192	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
SPT5_T15_R2_peak_902	XV	825272	826580	+	37	NA	promoter-TSS (YOR268C)	protein_coding-promoter-TSS (YOR268C)	6	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
SPT5_T15_R2_peak_997	XVI	901624	901882	+	37	NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-291	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
SPT5_T15_R2_peak_835	XV	79882	80198	+	37	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-308	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T15_R2_peak_437	VII	986877	987923	+	37	NA	promoter-TSS (YGR249W)	protein_coding-promoter-TSS (YGR249W)	-649	YGR249W	YGR249W	YGR249W			MGA1			protein_coding
SPT5_T15_R2_peak_188	IV	954930	955922	+	37	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	293	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
SPT5_T15_R2_peak_276	IX	438915	439850	+	37	NA	Intergenic	Intergenic	-1203	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
SPT5_T15_R2_peak_716	XIII	346988	347579	+	37	NA	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	-766	YMR037C	YMR037C	YMR037C			MSN2			protein_coding
SPT5_T15_R2_peak_847	XV	218823	219162	+	36	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-219	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
SPT5_T15_R2_peak_177	IV	769112	770172	+	36	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	117	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
SPT5_T15_R2_peak_937	XVI	132340	132792	+	36	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-451	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
SPT5_T15_R2_peak_420	VII	785257	785929	+	36	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-156	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T15_R2_peak_722	XIII	407632	408881	+	36	NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	547	YMR069W	YMR069W	YMR069W			NAT4			protein_coding
SPT5_T15_R2_peak_768	XIV	6594	7156	+	36	NA	promoter-TSS (YNL337W)	protein_coding-promoter-TSS (YNL337W)	-290	YNL337W	YNL337W	YNL337W			YNL337W			protein_coding
SPT5_T15_R2_peak_54	II	426857	427354	+	36	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	-47	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
SPT5_T15_R2_peak_984	XVI	731892	732163	+	36	NA	promoter-TSS (YPR102C)	protein_coding-promoter-TSS (YPR102C)	-279	YPR102C	YPR102C	YPR102C			RPL11A			protein_coding
SPT5_T15_R2_peak_758	XIII	861088	861929	+	36	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-414	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T15_R2_peak_998	XVI	920790	921348	+	36	NA	promoter-TSS (YPR192W)	protein_coding-promoter-TSS (YPR192W)	-791	YPR192W	YPR192W	YPR192W			AQY1			protein_coding
SPT5_T15_R2_peak_397	VII	547207	547575	+	36	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-91	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
SPT5_T15_R2_peak_125	IV	217317	217565	+	36	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-159	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T15_R2_peak_259	IX	232507	232885	+	36	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-317	YIL068W-A	YIL068W-A	YIL068W-A			YIL068W-A			protein_coding
SPT5_T15_R2_peak_158	IV	550832	551418	+	35	NA	promoter-TSS (YDR046C)	protein_coding-promoter-TSS (YDR046C)	-549	YDR046C	YDR046C	YDR046C			BAP3			protein_coding
SPT5_T15_R2_peak_314	V	303346	303813	+	35	NA	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-451	YER073W	YER073W	YER073W			ALD5			protein_coding
SPT5_T15_R2_peak_260	IX	249000	249897	+	35	NA	promoter-TSS (YIL056W)	protein_coding-promoter-TSS (YIL056W)	-543	YIL056W	YIL056W	YIL056W			VHR1			protein_coding
SPT5_T15_R2_peak_46	II	375814	376286	+	35	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-360	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
SPT5_T15_R2_peak_428	VII	904698	906213	+	35	NA	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	218	YGR203W	YGR203W	YGR203W			YCH1			protein_coding
SPT5_T15_R2_peak_829	XV	126	903	+	35	NA	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-71	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
SPT5_T15_R2_peak_828	XIV	783556	784008	+	35	NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-241	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
SPT5_T15_R2_peak_652	XII	704013	705077	+	35	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	236	YLR279W	YLR279W	YLR279W			YLR279W			protein_coding
SPT5_T15_R2_peak_656	XII	728291	728800	+	34	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-410	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
SPT5_T15_R2_peak_665	XII	818521	819212	+	34	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	257	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T15_R2_peak_456	VIII	126040	126351	+	34	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-326	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
SPT5_T15_R2_peak_607	XII	65352	65873	+	34	NA	promoter-TSS (YLL037W)	protein_coding-promoter-TSS (YLL037W)	-405	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
SPT5_T15_R2_peak_286	V	117450	118086	+	34	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	267	RPR1	RPR1	RPR1			RPR1			ncRNA
SPT5_T15_R2_peak_59	II	476264	477440	+	34	NA	promoter-TSS (YBR117C)	protein_coding-promoter-TSS (YBR117C)	-415	YBR117C	YBR117C	YBR117C			TKL2			protein_coding
SPT5_T15_R2_peak_785	XIV	276006	276247	+	34	NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-376	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
SPT5_T15_R2_peak_48	II	391744	392716	+	34	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	63	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T15_R2_peak_20	II	60828	61149	+	34	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-249	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
SPT5_T15_R2_peak_413	VII	739039	739851	+	34	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	323	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T15_R2_peak_503	X	159866	160392	+	34	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-282	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
SPT5_T15_R2_peak_129	IV	239599	240131	+	34	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-259	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
SPT5_T15_R2_peak_414	VII	753858	754155	+	34	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-162	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
SPT5_T15_R2_peak_163	IV	593242	593740	+	34	NA	promoter-TSS (YDR074W)	protein_coding-promoter-TSS (YDR074W)	-402	YDR074W	YDR074W	YDR074W			TPS2			protein_coding
SPT5_T15_R2_peak_318	V	335248	336143	+	34	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-232	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T15_R2_peak_374	VII	276803	277425	+	34	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-400	YGL124C	YGL124C	YGL124C			MON1			protein_coding
SPT5_T15_R2_peak_884	XV	605920	606500	+	34	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-39	YOR145C	YOR145C	YOR145C			PNO1			protein_coding
SPT5_T15_R2_peak_585	XI	385157	385630	+	33	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-365	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T15_R2_peak_972	XVI	572353	572537	+	33	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	176	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
SPT5_T15_R2_peak_578	XI	340578	340979	+	33	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-232	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
SPT5_T15_R2_peak_458	VIII	150701	151418	+	33	NA	promoter-TSS (YHR022C)	protein_coding-promoter-TSS (YHR022C)	247	YHR022C-A	YHR022C-A	YHR022C-A			YHR022C-A			protein_coding
SPT5_T15_R2_peak_574	XI	308762	309044	+	33	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-303	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
SPT5_T15_R2_peak_224	IV	1361828	1362676	+	33	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-71	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
SPT5_T15_R2_peak_885	XV	618585	619613	+	33	NA	promoter-TSS (YOR152C)	protein_coding-promoter-TSS (YOR152C)	-741	YOR153W	YOR153W	YOR153W			PDR5			protein_coding
SPT5_T15_R2_peak_487	VIII	512083	512406	+	33	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-488	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
SPT5_T15_R2_peak_893	XV	700949	701254	+	33	NA	promoter-TSS (YOR192C)	protein_coding-promoter-TSS (YOR192C)	-534	YOR192C	YOR192C	YOR192C			THI72			protein_coding
SPT5_T15_R2_peak_174	IV	721777	722775	+	33	NA	promoter-TSS (YDR133C)	protein_coding-promoter-TSS (YDR133C)	-795	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
SPT5_T15_R2_peak_676	XII	954086	955375	+	33	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	-133	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
SPT5_T15_R2_peak_792	XIV	355355	355850	+	33	NA	promoter-TSS (YNL144C)	protein_coding-promoter-TSS (YNL144C)	-560	YNL144C	YNL144C	YNL144C			YNL144C			protein_coding
SPT5_T15_R2_peak_204	IV	1164868	1165467	+	33	NA	promoter-TSS (YDR345C)	protein_coding-promoter-TSS (YDR345C)	-507	YDR345C	YDR345C	YDR345C			HXT3			protein_coding
SPT5_T15_R2_peak_646	XII	651064	651251	+	33	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	40	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
SPT5_T15_R2_peak_285	V	84783	86732	+	33	NA	promoter-TSS (YEL033W)	protein_coding-promoter-TSS (YEL033W)	81	YEL034W	YEL034W	YEL034W			HYP2			protein_coding
SPT5_T15_R2_peak_447	VIII	35	297	+	33	NA	promoter-TSS (YHL050W-A)	protein_coding-promoter-TSS (YHL050W-A)	-645	YHL050W-A	YHL050W-A	YHL050W-A			YHL050W-A			protein_coding
SPT5_T15_R2_peak_304	V	261261	261801	+	32	NA	promoter-TSS (YER053C-A)	protein_coding-promoter-TSS (YER053C-A)	-485	YER053C-A	YER053C-A	YER053C-A			YER053C-A			protein_coding
SPT5_T15_R2_peak_544	X	703165	703960	+	32	NA	promoter-TSS (YJR145C)	protein_coding-promoter-TSS (YJR145C)	-323	YJR146W	YJR146W	YJR146W			YJR146W			protein_coding
SPT5_T15_R2_peak_721	XIII	388020	388625	+	32	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-78	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
SPT5_T15_R2_peak_282	V	53444	53775	+	32	NA	promoter-TSS (YEL054C)	protein_coding-promoter-TSS (YEL054C)	-391	YEL054C	YEL054C	YEL054C			RPL12A			protein_coding
SPT5_T15_R2_peak_801	XIV	440696	441233	+	32	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-45	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
SPT5_T15_R2_peak_56	II	458462	458743	+	32	NA	promoter-TSS (YBR109C)	protein_coding-promoter-TSS (YBR109C)	-6	YBR109W-A	YBR109W-A	YBR109W-A			YBR109W-A			protein_coding
SPT5_T15_R2_peak_680	XII	1028371	1028686	+	32	NA	promoter-TSS (YLR447C)	protein_coding-promoter-TSS (YLR447C)	-326	YLR448W	YLR448W	YLR448W			RPL6B			protein_coding
SPT5_T15_R2_peak_971	XVI	566807	567067	+	32	NA	promoter-TSS (YPR005C)	protein_coding-promoter-TSS (YPR005C)	-266	YPR005C	YPR005C	YPR005C			HAL1			protein_coding
SPT5_T15_R2_peak_737	XIII	556971	557234	+	32	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-627	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
SPT5_T15_R2_peak_358	VII	74	521	+	32	NA	Intergenic	Intergenic	-2493	YGL263W	YGL263W	YGL263W			COS12			protein_coding
SPT5_T15_R2_peak_890	XV	670925	671303	+	32	NA	promoter-TSS (YOR178C)	protein_coding-promoter-TSS (YOR178C)	-873	YOR178C	YOR178C	YOR178C			GAC1			protein_coding
SPT5_T15_R2_peak_706	XIII	253289	253638	+	32	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-191	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
SPT5_T15_R2_peak_406	VII	650745	651412	+	31	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-461	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
SPT5_T15_R2_peak_135	IV	321755	322072	+	31	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-313	YDL075W	YDL075W	YDL075W			RPL31A			protein_coding
SPT5_T15_R2_peak_13	I	210914	211167	+	31	NA	Intergenic	Intergenic	2673	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
SPT5_T15_R2_peak_354	VI	223883	226851	+	31	NA	promoter-TSS (YFR033C)	protein_coding-promoter-TSS (YFR033C)	591	YFR034C	YFR034C	YFR034C			PHO4			protein_coding
SPT5_T15_R2_peak_257	IX	197616	197816	+	31	NA	TTS (YIL088C)	protein_coding-TTS (YIL088C)	124	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
SPT5_T15_R2_peak_865	XV	391293	392059	+	31	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-500	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
SPT5_T15_R2_peak_499	X	122919	123742	+	31	NA	promoter-TSS (YJL158C)	protein_coding-promoter-TSS (YJL158C)	-382	YJL158C	YJL158C	YJL158C			CIS3			protein_coding
SPT5_T15_R2_peak_668	XII	871448	871664	+	31	NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	-141	YLR375W	YLR375W	YLR375W			STP3			protein_coding
SPT5_T15_R2_peak_291	V	140508	141783	+	31	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-327	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
SPT5_T15_R2_peak_512	X	268400	268802	+	31	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-198	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
SPT5_T15_R2_peak_192	IV	1011345	1011794	+	31	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	391	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T15_R2_peak_915	XV	931271	931495	+	31	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-302	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
SPT5_T15_R2_peak_352	VI	183086	184273	+	31	NA	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	543	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
SPT5_T15_R2_peak_907	XV	866693	866958	+	31	NA	promoter-TSS (YOR292C)	protein_coding-promoter-TSS (YOR292C)	-243	YOR292C	YOR292C	YOR292C			YOR292C			protein_coding
SPT5_T15_R2_peak_118	IV	130597	130798	+	31	NA	promoter-TSS (YDL184C)	protein_coding-promoter-TSS (YDL184C)	-213	YDL184C	YDL184C	YDL184C			RPL41A			protein_coding
SPT5_T15_R2_peak_480	VIII	450543	451076	+	31	NA	promoter-TSS (YHR174W)	protein_coding-promoter-TSS (YHR174W)	344	YHR173C	YHR173C	YHR173C			YHR173C			protein_coding
SPT5_T15_R2_peak_159	IV	556612	557110	+	31	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-389	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T15_R2_peak_878	XV	511376	511662	+	31	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-306	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
SPT5_T15_R2_peak_648	XII	660201	660423	+	31	NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-404	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
SPT5_T15_R2_peak_667	XII	839472	840134	+	31	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-518	YLR356W	YLR356W	YLR356W			ATG33			protein_coding
SPT5_T15_R2_peak_548	XI	71	717	+	31	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-57	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
SPT5_T15_R2_peak_641	XII	605120	605600	+	31	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	72	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
SPT5_T15_R2_peak_990	XVI	812855	813044	+	31	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-496	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T15_R2_peak_403	VII	598881	599300	+	30	NA	promoter-TSS (YGR055W)	protein_coding-promoter-TSS (YGR055W)	-327	YGR055W	YGR055W	YGR055W			MUP1			protein_coding
SPT5_T15_R2_peak_551	XI	67702	69669	+	30	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	-1219	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
SPT5_T15_R2_peak_381	VII	371114	371462	+	30	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	74	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
SPT5_T15_R2_peak_703	XIII	223960	224259	+	30	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-281	YML026C	YML026C	YML026C			RPS18B			protein_coding
SPT5_T15_R2_peak_600	XI	666192	666571	+	30	NA	Intergenic	Intergenic	4939	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
SPT5_T15_R2_peak_864	XV	384772	385543	+	30	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	557	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
SPT5_T15_R2_peak_913	XV	908549	909175	+	30	NA	promoter-TSS (YOR316C-A)	protein_coding-promoter-TSS (YOR316C-A)	-481	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
SPT5_T15_R2_peak_55	II	452218	452434	+	30	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-332	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T15_R2_peak_108	III	262709	262932	+	30	NA	promoter-TSS (YCR084C)	protein_coding-promoter-TSS (YCR084C)	-96	YCR085W	YCR085W	YCR085W			YCR085W			protein_coding
SPT5_T15_R2_peak_300	V	221579	222782	+	30	NA	promoter-TSS (YER033C)	protein_coding-promoter-TSS (YER033C)	334	YER034W	YER034W	YER034W			YER034W			protein_coding
SPT5_T15_R2_peak_58	II	466060	467131	+	30	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-653	YBR114W	YBR114W	YBR114W			RAD16			protein_coding
SPT5_T15_R2_peak_479	VIII	422578	422993	+	30	NA	promoter-TSS (YHR161C)	protein_coding-promoter-TSS (YHR161C)	-287	YHR162W	YHR162W	YHR162W			MPC2			protein_coding
SPT5_T15_R2_peak_232	IV	1445646	1446051	+	30	NA	promoter-TSS (YDR497C)	protein_coding-promoter-TSS (YDR497C)	-381	YDR497C	YDR497C	YDR497C			ITR1			protein_coding
SPT5_T15_R2_peak_815	XIV	576089	576590	+	30	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-289	YNL031C	YNL031C	YNL031C			HHT2			protein_coding
SPT5_T15_R2_peak_50	II	408430	408951	+	30	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-479	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
SPT5_T15_R2_peak_446	VII	1083575	1084346	+	30	NA	promoter-TSS (YGR296W)	protein_coding-promoter-TSS (YGR296W)	-904	YGR296W	YGR296W	YGR296W			YRF1-3			protein_coding
SPT5_T15_R2_peak_597	XI	589455	590177	+	30	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-511	YKR079C	YKR079C	YKR079C			TRZ1			protein_coding
SPT5_T15_R2_peak_788	XIV	331039	331229	+	30	NA	promoter-TSS (YNL162W)	protein_coding-promoter-TSS (YNL162W)	-188	YNL162W	YNL162W	YNL162W			RPL42A			protein_coding
SPT5_T15_R2_peak_701	XIII	219833	220062	+	30	NA	promoter-TSS (YML028W)	protein_coding-promoter-TSS (YML028W)	-191	YML028W	YML028W	YML028W			TSA1			protein_coding
SPT5_T15_R2_peak_660	XII	783549	784693	+	30	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-233	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
SPT5_T15_R2_peak_888	XV	638710	639349	+	30	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	238	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
SPT5_T15_R2_peak_483	VIII	488413	488741	+	30	NA	promoter-TSS (YHR193C)	protein_coding-promoter-TSS (YHR193C)	-80	YHR194W	YHR194W	YHR194W			MDM31			protein_coding
SPT5_T15_R2_peak_322	V	362285	362656	+	29	NA	promoter-TSS (YER101C)	protein_coding-promoter-TSS (YER101C)	-630	YER102W	YER102W	YER102W			RPS8B			protein_coding
SPT5_T15_R2_peak_786	XIV	281434	281988	+	29	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-684	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
SPT5_T15_R2_peak_186	IV	914843	915189	+	29	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-304	YDR224C	YDR224C	YDR224C			HTB1			protein_coding
SPT5_T15_R2_peak_695	XIII	146057	146348	+	29	NA	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-280	YML063W	YML063W	YML063W			RPS1B			protein_coding
SPT5_T15_R2_peak_948	XVI	296883	297287	+	29	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-438	YPL137C	YPL137C	YPL137C			GIP3			protein_coding
SPT5_T15_R2_peak_423	VII	809467	811482	+	29	NA	TTS (YGR161W-C)	protein_coding-TTS (YGR161W-C)	247	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
SPT5_T15_R2_peak_580	XI	362010	362402	+	29	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-378	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
